id,y_true,y_pred,absolute_error,relative_error
1768474923.507257,388584.15,358423.57,30160.58
1768474928.514747,342772.94,357054.85,14281.91
1768474933.521198,161242.73,174134.43,12891.69
1768474938.525132,475137.54,349799.77,125337.76
1768474943.532652,156203.57,176900.61,20697.04
1768474948.539421,288414.08,226491.94,61922.13
1768474953.545772,137172.67,148549.8,11377.12
1768474958.552254,63936.77,144835.14,80898.37
1768474963.558881,213162.45,240319.05,27156.6
1768474968.564583,248690.3,216746.77,31943.54
1768474973.571132,179964.49,244832.47,64867.99
1768474978.578429,315912.24,295492.45,20419.79
1768474983.582306,160159.94,267413.85,107253.9
1768474988.588964,428199.24,298489.99,129709.24
1768474993.59246,54140.4,220628.2,166487.79
1768474998.598661,247759.42,242888.58,4870.83
1768475003.601247,350308.02,340037.0,10271.02
1768475008.609615,75709.72,127284.19,51574.47
1768475013.611214,468701.87,344354.05,124347.82
1768475018.617813,487048.96,487812.15,763.19
1768475023.621175,142791.22,162468.04,19676.81
1768475028.62623,253237.55,237649.76,15587.79
1768475033.632859,360114.51,277457.74,82656.77
1768475038.639253,322564.66,231654.26,90910.4
1768475040.453205,353977.76,228839.74,125138.03
1768475041.455143,434778.82,324693.31,110085.51
1768475043.646522,367726.15,289964.88,77761.27
1768475048.653448,157644.99,174087.61,16442.62
1768475050.173139,464246.79,314125.63,150121.16
1768475051.174606,188236.03,224506.96,36270.93
1768475052.175656,54464.15,209853.08,155388.93
1768475053.176363,57708.36,302311.44,244603.08
1768475053.661047,113506.75,168372.48,54865.73
1768475054.178026,142318.76,235657.01,93338.25
1768475055.180305,447240.94,371356.29,75884.65
1768475056.181451,355575.39,219173.09,136402.3
1768475057.182833,466940.51,241213.38,225727.13
1768475058.185007,237813.97,281061.41,43247.44
1768475058.666626,113829.98,190371.14,76541.16
1768475059.18632,231254.69,289659.11,58404.42
1768475060.187311,224239.8,270625.42,46385.63
1768475061.189065,375058.7,322077.52,52981.19
1768475062.189979,445624.35,256351.94,189272.41
1768475063.191481,206100.57,222969.35,16868.78
1768475063.673646,432642.97,497504.81,64861.84
1768475064.194632,199973.47,206205.97,6232.49
1768475065.195675,197443.53,332065.39,134621.86
1768475066.196744,136486.33,200811.61,64325.29
1768475067.201531,399201.71,232718.84,166482.86
1768475068.203062,314335.3,253544.95,60790.35
1768475068.67782,390861.07,341727.73,49133.34
1768475069.2038,415867.42,278615.4,137252.02
1768475070.204846,65381.16,305669.86,240288.71
1768475071.205683,206935.91,219845.55,12909.64
1768475072.206778,301065.75,240283.19,60782.56
1768475073.208178,270900.88,221709.4,49191.47
1768475073.684193,137051.25,168757.59,31706.34
1768475074.209519,241069.51,219336.15,21733.36
1768475075.210724,177123.92,253759.53,76635.61
1768475076.212087,320634.79,316013.23,4621.56
1768475077.213037,236337.73,245105.03,8767.3
1768475078.214484,327019.57,293573.58,33445.99
1768475078.69102,289369.84,300914.76,11544.92
1768475079.215705,319101.73,193135.1,125966.63
1768475080.216859,333485.78,199276.18,134209.6
1768475081.225949,438887.97,284216.38,154671.58
1768475082.227397,355584.89,208412.83,147172.05
1768475083.229903,255581.06,291121.03,35539.97
1768475083.697538,218050.07,185076.22,32973.85
1768475084.231886,322050.72,228623.14,93427.58
1768475085.234656,433964.25,267445.94,166518.32
1768475086.23624,288493.13,213108.74,75384.4
1768475087.237326,453960.85,278983.88,174976.97
1768475088.238819,85305.19,255322.33,170017.14
1768475088.702587,407598.3,372640.75,34957.55
1768475089.240117,452078.03,227993.78,224084.25
1768475090.241386,271535.2,264136.8,7398.41
1768475091.242709,53023.47,256372.76,203349.29
1768475092.243694,151687.84,309608.16,157920.32
1768475093.244453,394792.95,230176.27,164616.68
1768475093.709018,415542.8,344280.73,71262.07
1768475094.246654,92702.22,337482.88,244780.66
1768475095.247285,458912.26,257970.31,200941.95
1768475096.248299,63724.16,305991.71,242267.55
1768475097.251093,191828.76,200890.36,9061.6
1768475098.25185,354524.69,244573.48,109951.2
1768475098.715931,347327.33,335446.02,11881.31
1768475099.253063,280248.67,271404.16,8844.51
1768475100.254427,350584.37,204609.43,145974.94
1768475101.255335,262480.0,217087.65,45392.35
1768475102.255992,276113.45,300203.12,24089.67
1768475103.257005,103193.09,236000.04,132806.95
1768475103.72409,165703.33,233806.89,68103.56
1768475104.258268,214311.94,250098.19,35786.25
1768475105.259754,349989.24,237806.2,112183.05
1768475106.260781,295981.34,225999.18,69982.16
1768475107.263979,471811.93,295252.24,176559.69
1768475108.270422,400885.11,377336.61,23548.5
1768475108.731735,306640.63,233019.97,73620.66
1768475109.271628,491784.2,170907.42,320876.78
1768475110.275075,369999.76,227410.28,142589.48
1768475111.276495,144272.71,273525.78,129253.07
1768475112.277441,236911.84,237256.79,344.95
1768475113.278665,227169.49,242315.55,15146.06
1768475113.738064,126845.72,192103.75,65258.03
1768475114.280197,85635.23,305978.88,220343.65
1768475115.281064,281675.11,256613.63,25061.48
1768475116.282639,265584.63,290971.0,25386.37
1768475117.283984,391769.89,232569.16,159200.73
1768475118.290102,403368.09,195202.52,208165.57
1768475118.742385,387801.06,406918.41,19117.35
1768475119.291387,192873.21,291685.7,98812.49
1768475120.292628,159431.65,333418.52,173986.88
1768475121.293573,291813.31,285326.39,6486.92
1768475122.294664,87521.07,247276.21,159755.15
1768475123.29595,282825.67,193350.0,89475.67
1768475123.749323,222590.53,231877.26,9286.73
1768475124.2968,152067.57,264557.95,112490.39
1768475125.298292,448672.94,255769.07,192903.87
1768475126.299245,124705.8,272767.12,148061.33
1768475127.300264,147913.52,248985.0,101071.48
1768475128.301313,367253.0,301390.41,65862.59
1768475128.75374,120756.05,213159.17,92403.12
1768475129.304716,116326.35,301199.65,184873.3
1768475130.30722,79779.25,179982.3,100203.04
1768475131.308209,130148.3,228583.93,98435.63
1768475132.313937,155061.64,254721.41,99659.77
1768475133.319344,261377.47,211524.75,49852.71
1768475133.760387,280659.3,274012.0,6647.3
1768475134.32253,101483.37,246033.73,144550.36
1768475135.32327,72908.73,261813.84,188905.12
1768475136.324774,116630.02,213338.54,96708.52
1768475137.327705,421175.59,299971.09,121204.5
1768475138.329068,150664.26,327170.12,176505.86
1768475138.767972,108066.38,138944.86,30878.48
1768475139.330749,267483.16,191241.17,76241.99
1768475140.332089,138745.21,278910.32,140165.11
1768475141.333451,468255.25,244648.12,223607.13
1768475142.334855,151002.5,274771.66,123769.15
1768475143.336194,195829.62,178395.31,17434.31
1768475143.773743,313140.56,304423.47,8717.1
1768475144.337116,92546.08,209190.15,116644.08
1768475145.339328,63165.07,235565.3,172400.23
1768475146.340957,450216.77,256262.68,193954.09
1768475147.341766,167932.19,351891.43,183959.24
1768475148.34288,365656.24,268274.36,97381.88
1768475148.77581,201175.77,261704.73,60528.96
1768475149.34413,163918.96,240686.06,76767.1
1768475153.782459,267060.29,240860.57,26199.73
1768475158.790358,351223.44,340531.65,10691.79
1768475163.797772,144283.65,244691.39,100407.74
1768475168.804654,346740.46,260534.86,86205.6
1768475173.811135,359277.35,348096.72,11180.64
1768475178.815911,411152.34,282392.98,128759.36
1768475183.822475,68990.21,167092.54,98102.33
1768475188.823846,397635.17,286793.9,110841.27
1768475193.826232,80604.6,164922.08,84317.48
1768475198.833319,69746.49,262658.88,192912.39
1768475203.840065,218122.55,186606.2,31516.34
1768475208.845607,270704.48,330312.49,59608.01
1768475213.852206,177578.24,191012.87,13434.64
1768475218.858795,435528.48,423949.09,11579.39
1768475223.865341,82560.77,149623.52,67062.75
1768475228.871905,321449.96,274260.61,47189.35
1768475233.878426,402778.63,355093.38,47685.26
1768475238.883158,385841.22,261921.43,123919.79
1768475243.889747,287515.45,202113.76,85401.69
